"Acanthocinus_griseus" "Aderus_populneus" "Ampedus_nigrinus" "Anaspis_frontalis" "Anaspis_rufilabris" "Anaspis_thoracica" "Anastrangalia_dubia" "Anisotoma_castanea" "Anisotoma_humeralis" "Anthaxia_helvetica" "Anthaxia_quadripunctata" "Anthribus_albinus" "Arhopalus_rusticus" "Atheta_picipes" "Atomaria_turgida" "Bibloporus_bicolor" "Bitoma_crenata" "Callidium_violaceum" "Cerylon_ferrugineum" "Cis_dentatus" "Corticaria_abietorum" "Corticaria_interstitialis" "Corticaria_lateritia" "Corticaria_longicollis" "Corticeus_linearis" "Corymbia_rubra" "Cryphalus_abietis" "Cryptophagus_cylindrus" "Crypturgus_hispidulus" "Crypturgus_pusillus" "Crypturgus_subcribrosus" "Curtimorda_maculosa" "Platysoma_angustatum" "Dasytes_plumbeus" "Diacanthous_undulatus" "Dinaraea_aequata" "Dryocoetes_autographus" "Dryocoetes_hectographus" "Epuraea_angustula" "Epuraea_binotata" "Epuraea_boreella" "Epuraea_deubeli" "Epuraea_laeviuscula" "Epuraea_marseuli" "Epuraea_pygmaea" "Epuraea_silacea" "Epuraea_terminalis" "Epuraea_thoracica" "Euryusa_castanoptera" "Gabrius_splendidulus" "Glischrochilus_quadripunctatus" "Gnathotrichus_materiarius" "Gyrophaena_boleti" "Hadreule_elongatulum" "Homalota_plana" "Hylastes_brunneus" "Hylastes_cunicularius" "Hylecoetus_dermestoides" "Hylobius_abietis" "Hylurgops_palliatus" "Ips_typographus" "Leptusa_pulchella" "Litargus_connexus" "Malthodes_mysticus" "Melanotus_castanipes" "Micrambe_abietis" "Microscydmus_minimus" "Monochamus_sutor" "Nemosoma_elongatum" "Nudobius_lentus" "Orthoperus_atomus" "Orthoperus_punctatus" "Orthotomicus_laricis" "Phloeocharis_subtilissima" "Phloeonomus_pusillus" "Phloeopora_bernhaueri" "Phloeopora_testacea" "Phloeostiba_lapponicus" "Phyllodrepa_linearis" "Pissodes_harcyniae" "Pityogenes_bidentatus" "Pityogenes_chalcographus" "Pityogenes_quadridens" "Pityophagus_ferrugineus" "Placusa_atrata" "Placusa_complanata" "Placusa_depressa" "Placusa_incompleta" "Placusa_tachyporoides" "Plectophloeus_fischeri" "Plegaderus_vulneratus" "Pogonocherus_fasciculatus" "Polygraphus_poligraphus" "Pteryngium_crenatum" "Pytho_depressus" "Quedius_plagiatus" "Rabocerus_foveolatus" "Rhagium_inquisitor" "Rhizophagus_bipustulatus" "Rhizophagus_cribratus" "Rhizophagus_depressus" "Rhizophagus_dispar" "Rhizophagus_ferrugineus" "Rhizophagus_nitidulus" "Rhizophagus_parallelocollis" "Rhyncolus_ater" "Salpingus_ruficollis" "Scaphisoma_agaricinum" "Serropalpus_barbatus" "Silvanus_bidentatus" "Tachyta_nana" "Tetropium_castaneum" "Thanasimus_femoralis" "Thanasimus_formicarius" "Thanasimus_pectoralis" "Xyleborus_dispar" "Xyleborus_saxeseni" "Xylita_livida" "Xyloterus_domesticus" "Xyloterus_lineatus"
"Platysoma_angustatum" 0.0995144147568155 0.3657636951586 0.271634191018004 0.222330024578865 0.232757485718761 0.218962148931197 0.215988220201778 0.25803130952466 0.297254107452121 0.229365949232702 0.209181723556249 0.20756046485664 0.167626101606499 0.22915858469312 0.197483725239079 0.219991585863175 0.102879190486531 0.112286435482204 0.0782075638978057 0.16641280281548 0.207817634277652 0.227998981461244 0.164596452786695 0.242107761295157 0.11162924580947 0.223573136724518 0.169171648714568 0.14261724456949 0.113092533529235 0.148485120217158 0.41231522074415 0.179836588298851 0 0.184070916120978 0.312528453140975 0.218410721419616 0.0769174305999004 0.11084661882218 0.0223877374950777 0.156522297490087 0.0389315132024113 0.0941344493324631 0.0231649395676166 0.0517654222409836 0.126949647917437 0.279711261722481 0.0969577299332913 0.0481543111298725 0.101551747060642 0.225797225231245 0.0204359543428258 0.0806543111298724 0.27436118862656 0.263812244210653 0.0782478632645299 0.0750023249801315 0.0742251229075927 0.208953102182204 0.107385744669251 0.122889929603487 0.0905175811689628 0.167702936087744 0.16418379544818 0.148999126947183 0.378164681253157 0.156690580559924 0.241220052272988 0.18672346218607 0.0283246977380829 0.0644404588094571 0.191894987571737 0.199415152368082 0.0795403214925667 0.0973180992870112 0.0463005402772242 0.367043200018761 0.0754700854534188 0.0793000753011979 0.367043200018761 0.0847107081007772 0.107962003437565 0.112553252701267 0.115734024162953 0.0276836721303906 0.0903817368750875 0.0539502236560095 0.0349864930860613 0.0916770736626522 0.102881736875087 0.272962630856807 0.0165499439801315 0.146289026155779 0.0876361764148465 0.223335769026011 0.1758415260784 0.204205416041081 0.11970871527495 0.215442518062812 0.126717373029376 0.19709311558154 0.0117012089976684 0.102326181319532 0.0721685266541052 0.128753566494635 0.260331995262183 0.22142982086778 0.132390173137755 0.304046322129224 0.169540432205113 0.0501468048525907 0.129157735856479 0.122558456207593 0.0571171559994531 0.0634771172674084 0.0467174520621474 0.108504052062515 0.0949955398350538 0.169713033097575 0.107344891739797 0.0649048662599243
"Dasytes_plumbeus" 0.231395879602504 0.347783329228296 0.240182322497026 0.112852002653224 0.102424541513328 0.116219878300892 0.177314129458578 0.312278922868967 0.273056124941506 0.247346315163006 0.227162089486553 0.14626732651344 0.278396455307743 0.208587545187686 0.318550978375442 0.202011219932871 0.159396853872909 0.234167900327893 0.131338309078613 0.203432436885176 0.306662665191792 0.227796393308717 0.20161608685639 0.199127395364853 0.248081114330448 0.192121268203541 0.280623517235545 0.279069113090468 0.243445500965597 0.259936988738136 0.548767089265128 0.243769335162488 0.184070916120978 0 0.336076584619997 0.172839681914182 0.209204767605693 0.218608912683413 0.181458653616056 0.175367328404227 0.149284480638774 0.237820750068826 0.177572643253361 0.157305493879994 0.277687230738415 0.171368201491659 0.124720023794524 0.141630890691105 0.187647374221875 0.194345356710267 0.170888847788515 0.233416604991105 0.256380822696256 0.341216493664964 0.166934164000892 0.205735257840846 0.206512459913385 0.204167900327893 0.23760054281494 0.265539960909798 0.220732379314652 0.147650031297336 0.181441524817876 0.0877853537262057 0.26671281273218 0.277757833696287 0.223239686342684 0.298989542416374 0.165590777968387 0.197433034732924 0.206295574041433 0.213815738837777 0.190244880328411 0.0971155111344847 0.145542396569142 0.423495068539739 0.108600830667559 0.24798637603756 0.395904394964609 0.207691074031081 0.244413871958543 0.224005121222244 0.252185892683931 0.182898470276079 0.17906803761145 0.196787359164968 0.181450571600201 0.180363374399015 0.16656803761145 0.229982264926502 0.180474340016494 0.228884776701468 0.183703429551209 0.223133180873484 0.306056324224089 0.227753547520103 0.130076486546028 0.230101760652945 0.169404825176217 0.192106005700976 0.189036373823309 0.113796016886061 0.205492133089949 0.13224042654942 0.224636356756231 0.181102633714736 0.1286038199063 0.286065956198919 0.264199674828579 0.150590777968387 0.13311830850296 0.239439921053281 0.147161014007535 0.166707788490875 0.165332738670229 0.163857019498877 0.178919935871416 0.193261164576598 0.188777306465796 0.199166049861054
"Diacanthous_undulatus" 0.236347371684159 0.391796421770515 0.144597965856304 0.308293666595443 0.297866205455547 0.311661542243111 0.176540232939197 0.227830476949648 0.268607679022187 0.373034298746734 0.38044074664541 0.232587035884334 0.188943802311678 0.243369868447854 0.377704486072362 0.187562774013551 0.351187724192905 0.208575350958771 0.323129179398609 0.270778862760728 0.365816172888712 0.302664186705637 0.205629179398609 0.283140487907072 0.424157698950445 0.177844205305345 0.351700101855542 0.415145697710465 0.228313294362517 0.356013573358133 0.644843673885125 0.203119215269474 0.312528453140975 0.336076584619997 0 0.183006620610248 0.235611022541074 0.260015167618795 0.293249523936052 0.354520836101147 0.311075350958771 0.274611620388822 0.289363513573358 0.274096364199991 0.439478101058412 0.272817191418493 0.351126278729906 0.317707475311102 0.290976706080333 0.19466773582084 0.296854403498149 0.335207475311102 0.25526571011027 0.345229586207183 0.358725034320889 0.237526128160843 0.238303330233382 0.263575350958771 0.205142708471724 0.189638523537487 0.244233094194234 0.260381072608786 0.354660966537872 0.248291230893791 0.131020843496798 0.413834418316284 0.270329701961826 0.259536889420309 0.317537088702892 0.248087994331518 0.267060803324678 0.2745813490988 0.286321464948408 0.305573048154482 0.273999933589139 0.679571653159736 0.350391700987556 0.28285416943448 0.651980979584606 0.286151078340197 0.340490456578539 0.295081705842241 0.348262477303928 0.284844781010584 0.345474292546831 0.258578229484965 0.283241441920198 0.346769629334396 0.332974292546831 0.200149203622568 0.313693781736491 0.299572760285195 0.279780014171206 0.298000974270404 0.181131371507019 0.161656370433227 0.386153071166024 0.177085935078163 0.265811080111598 0.195435337559435 0.300827244143306 0.290202271821443 0.240359926486869 0.26853679134634 0.186231866852296 0.175860536973194 0.293471613303219 0.282899561594985 0.156321354235862 0.342381648288384 0.324909178822957 0.203303330233382 0.288744630441522 0.253813240573566 0.270572905778827 0.365647889818874 0.352139377591413 0.151704308932288 0.325183561401178 0.29238549158105
"Dinaraea_aequata" 0.299949847216686 0.328789801160267 0.088223469598388 0.209432123705403 0.194859584845299 0.208654921632864 0.28586809707276 0.170005203489659 0.129228001417121 0.420185997077189 0.400001771400735 0.200645469966084 0.306950422921925 0.109252136726496 0.323586754351003 0.0534450422921925 0.177588127186573 0.287721867942075 0.149011447677251 0.216661131039369 0.311698441167353 0.168546454984279 0.182622558788362 0.180133867296825 0.330039967229086 0.274008569151056 0.362582370134183 0.361027965989106 0.214195562641158 0.341895841636774 0.630725942163766 0.235656636110004 0.218410721419616 0.172839681914182 0.183006620610248 0 0.230301580975156 0.270897435897436 0.199131792214694 0.260403104379788 0.216957619237412 0.245493888667464 0.197318320712103 0.204978632478632 0.345360369337053 0.146471480422523 0.177008547008547 0.223589743589744 0.156858974358974 0.0323865038116292 0.220871386802697 0.281089743589744 0.121147978388911 0.328572171908046 0.184607302599531 0.233771090740003 0.232993888667464 0.302721867942075 0.266154510429122 0.175520791816129 0.249286346928834 0.0773744519985386 0.220543234816514 0.11212686704808 0.200138575218157 0.359716686594925 0.127323081351579 0.377543510030557 0.244144745582569 0.200602386962491 0.172943071603319 0.180463617377441 0.279975753952438 0.131455316433123 0.17988220186778 0.505453921438377 0.176273969266197 0.188736437713122 0.477863247863248 0.300530755945264 0.326372724857181 0.305963974120882 0.334144745582569 0.211452437890262 0.171356560825473 0.205496767193658 0.18912371019884 0.172651897613037 0.158856560825473 0.0571425830123201 0.219576050015132 0.32172445861565 0.265662282449847 0.163883242549046 0.257687214915194 0.111948540775311 0.215144147734821 0.292501882113281 0.17169334839024 0.0639082794132058 0.210854590142155 0.121265887250343 0.154014215490899 0.101154810920318 0.0935879405425667 0.0895148259772242 0.128680306452327 0.139892940984737 0.245830565519685 0.169300185997077 0.150791447101599 0.297993888667464 0.225714981621717 0.216690327505057 0.215315277684412 0.231530158097516 0.218021645870054 0.195148465524113 0.195729042115052 0.240340298719795
"Dryocoetes_autographus" 0.0696482662415305 0.340629843673885 0.219716760418104 0.197127088498813 0.186699627358917 0.200494964146481 0.154455404986493 0.249740821929941 0.29051802400248 0.189884416102033 0.169700190425579 0.16230970095674 0.131093286391214 0.26604944424866 0.203631925069749 0.259473118993844 0.170021146096276 0.0574202869669191 0.133073712413091 0.156278951330765 0.213965834108321 0.227480514591913 0.15446260130198 0.231973909810442 0.188546676409371 0.187040321509233 0.141089079314468 0.17953467516939 0.0542407333599043 0.120402550817059 0.40923265134405 0.158688388468181 0.0769174305999004 0.209204767605693 0.235611022541074 0.230301580975156 0 0.0494041450777202 0.0676385013949781 0.202670497320756 0.0754643284176963 0.124000597847748 0.0637524910322838 0.085707563881139 0.203867078517338 0.308830100552633 0.115515256188831 0.0820964527700279 0.138442606616182 0.253879794631345 0.0705698058275408 0.0995964527700279 0.273842721757229 0.294063008110553 0.133114011779815 0.0134695097648466 0.0126923076923077 0.172420286966919 0.0458529294539657 0.0563351933041052 0.0289847659536779 0.20511193035831 0.185716610663465 0.158748363047283 0.326247250653257 0.178223395775209 0.280701585403658 0.147241929055401 0.0938431646074133 0.0925230282095567 0.238043187402407 0.245563352198751 0.0507104424073336 0.158850914502296 0.0828333554925092 0.443960630618662 0.137002900668704 0.118781608431867 0.416369957043532 0.0702291749701076 0.104879434037465 0.0844706833011669 0.112651454762854 0.0711508569151056 0.129863270005757 0.105189429166113 0.0898526416013463 0.131158606793322 0.117363270005757 0.287444163987476 0.0780827591954165 0.0914228776404942 0.0441689916301315 0.22281730215668 0.0989240954784996 0.207287985441181 0.15054204862495 0.138525087462911 0.0846445020149683 0.20639330156195 0.075216221602232 0.109035693724813 0.0762873654842566 0.165575341454838 0.215081231362282 0.152215326397932 0.142139409237855 0.310194521959893 0.0992896683052123 0.11677062574731 0.173372230326327 0.0676923076923077 0.0976356228687835 0.0886109687521235 0.0872359189314778 0.1300368672778 0.116528355050339 0.10818021788229 0.0995725388601036 0.0567744690399761
"Dryocoetes_hectographus" 0.0890524113192507 0.381225698596165 0.269120905495824 0.2304394497413 0.215866910881197 0.229662247668761 0.178859550064213 0.29551802400248 0.334740821929941 0.149288561179753 0.179104335503299 0.17171384603446 0.180497431468934 0.30664529917094 0.204227779992029 0.300068973916124 0.211135135733581 0.0918244320446393 0.17366956733537 0.196874806253045 0.214561689030601 0.268076369514193 0.195058456224259 0.272569764732722 0.18914253133165 0.236444466586954 0.116684934236748 0.18013053009167 0.0748365882821841 0.120998405739338 0.40982850626633 0.208092533545901 0.11084661882218 0.218608912683413 0.260015167618795 0.270897435897436 0.0494041450777202 0 0.108234356317258 0.203266352243036 0.0760601833399761 0.114596452770028 0.106420884814667 0.0813034188034188 0.204462933439617 0.357197976200301 0.116111111111111 0.0826923076923077 0.179038461538461 0.303283939709065 0.108545379505261 0.120192307692308 0.314438576679509 0.334658863032833 0.173709866702095 0.0628736548425668 0.0620964527700279 0.221824432044639 0.0952570745316859 0.096931048226385 0.0783889110313981 0.24570778528059 0.214883894185745 0.171723936725003 0.375651395730977 0.178819250697489 0.321297440325938 0.156646074133121 0.103247309685134 0.141927173287277 0.238639042324687 0.246159207121031 0.059078318055002 0.192780102724576 0.116762543714789 0.444556485540941 0.137598755590984 0.159377463354147 0.416965811965812 0.0796333200478278 0.105475288959745 0.0600665382234467 0.113247309685134 0.120555001992826 0.170459124928037 0.146821553518445 0.130448496523626 0.171754461715602 0.157959124928037 0.328040018909756 0.107250042717696 0.100827022718214 0.0447648465524113 0.26341315707896 0.14832824055622 0.256692130518901 0.154246711837385 0.187929232540631 0.125240356937248 0.24957983005936 0.119957154244719 0.154812895797352 0.124655241131925 0.201478376272455 0.253056805040003 0.1891546306456 0.151543554315575 0.344123710182173 0.128693813382933 0.158402750099641 0.213968085248607 0.0970964527700279 0.107039767946504 0.126586542429844 0.125211492609198 0.13063272220008 0.145695638572619 0.132584362960011 0.144831606217617 0.0880142914223595
"Epuraea_angustula" 0.121902152251893 0.368375957663522 0.277355261813082 0.244717762073943 0.230145223213839 0.241349886426274 0.196709290996856 0.263752380319738 0.302975178247199 0.22675368672778 0.206569461051326 0.229948202351718 0.173347172401577 0.234879655488198 0.216762654444002 0.222603848368097 0.108600261281608 0.109674172977282 0.0808198264027279 0.144025065320402 0.227096563482574 0.230611243966166 0.142208715291617 0.21972002380008 0.132980713874496 0.229294207519596 0.16345057791949 0.161896173774412 0.107371462734157 0.14276404942208 0.431594149949072 0.185557659093928 0.0223877374950777 0.181458653616056 0.293249523936052 0.199131792214694 0.0676385013949781 0.108234356317258 0 0.175801226695009 0.0332104424073336 0.0717467118373854 0.0038860103626943 0.0491531597360613 0.146228577122359 0.285432332517559 0.094345467428369 0.0455420486249502 0.107272817855719 0.231518296026323 0.0428236918379035 0.10304204862495 0.276973451131482 0.266424506715575 0.0839689340596076 0.0557233957752092 0.0549461937026704 0.214674172977282 0.0881068154643284 0.103611000398565 0.0712386519640405 0.173424006882822 0.18501712879818 0.146386864442261 0.383885752048235 0.175969509764847 0.243832314777911 0.184111199681148 0.0507124352331606 0.0701615296045348 0.21117391677666 0.218694081573004 0.101928058987644 0.116597028491933 0.0405794694821465 0.386840263938709 0.0978578229484965 0.0819123378061202 0.364430937513839 0.107098445595855 0.127759067357513 0.106832181906189 0.135012953367876 0.0334047429254683 0.0929939993800097 0.0596712944510872 0.0375987555909836 0.0942893361675745 0.0804939993800097 0.250574893361729 0.0358288731850538 0.143676763650857 0.0834695097648465 0.225948031530933 0.156562596873478 0.184926486836159 0.117096452770028 0.196163588857889 0.132438443824454 0.177814186376617 0.0174222797927461 0.0830472521146096 0.0528895974491829 0.151141303989713 0.28271973275726 0.218817558362858 0.129777910632833 0.323325251334146 0.16692816970019 0.0558678756476684 0.109878806651557 0.11994619370267 0.0545048934945308 0.0608648547624861 0.0441051895572251 0.127782981267437 0.114274469039976 0.150434103892653 0.113065962534874 0.062292603755002
"Epuraea_binotata" 0.217318763562287 0.47949780789159 0.313626573978176 0.256483579762114 0.26691104090201 0.253115704114446 0.254903680085027 0.300023692484832 0.339246490412293 0.192554913422789 0.172370687746335 0.240395338678351 0.286541561489748 0.271150967653292 0.143183649971215 0.256802621673088 0.237179265754395 0.245090784287675 0.191941676630796 0.280665050263496 0.131295336787565 0.264810017271157 0.278330565519685 0.355841874028147 0.153781940569505 0.262488596607768 0.207179265754395 0.180624861609318 0.15879245826137 0.186492737256986 0.450322837783978 0.314136663566715 0.156522297490087 0.175367328404227 0.354520836101147 0.260403104379788 0.202670497320756 0.203266352243036 0.175801226695009 0 0.142590784287675 0.230090784287675 0.179687237057703 0.157347548824233 0.244957264957265 0.241703644682653 0.189377463354147 0.135958659935344 0.204227890704575 0.267789608191418 0.156811731748297 0.208458659935344 0.311172224436473 0.392930972328258 0.219385545370001 0.216140007085603 0.215362805013064 0.270090784287675 0.248523426774722 0.187104534785882 0.231655263274434 0.235336344740224 0.276782946486351 0.237511656438125 0.34015706421333 0.179831716930162 0.278031088082902 0.309912426376157 0.15151366192817 0.167971303308091 0.18108697578165 0.172892854877995 0.167344670298038 0.211052212020001 0.160034653010214 0.407641490633718 0.161052212036668 0.138333333333333 0.410232164208848 0.182899672290864 0.148560294052522 0.197227536441094 0.153741641202781 0.168821354235862 0.210953456445684 0.172865683539259 0.148720605819051 0.212248793233249 0.223453456445684 0.30977366666672 0.147744374235344 0.174093374961251 0.17388612107524 0.260146804835924 0.240056131260794 0.246197799001253 0.147513064080422 0.208204131792215 0.23024821752801 0.239085498541712 0.168223506487755 0.205857025818166 0.1363831318365 0.165984044754807 0.297562473522355 0.258660299127953 0.141049222797927 0.340857357939137 0.198199481865285 0.206669102342677 0.263457811124343 0.250362805013064 0.158083897967318 0.177630672450658 0.176255622630012 0.211127053717727 0.226189970090266 0.288628492980824 0.233097958460653 0.201280643665396
"Epuraea_boreella" 0.0997279792746114 0.385165515256189 0.2951810888358 0.241115017696661 0.226542478836557 0.237747142048992 0.214535118019574 0.281578207342456 0.320801005269917 0.209964129135114 0.18977990345866 0.197774029374436 0.191172999424295 0.252705482510916 0.183552212036668 0.239393405960763 0.141810703688942 0.1025 0.0976093839953943 0.160814622913069 0.19388612107524 0.247400801558833 0.158998272884283 0.236509581392746 0.11619115628183 0.247120034542314 0.145624750896772 0.144070346751694 0.0941610203268234 0.124938222399362 0.413768322926354 0.218768101501262 0.0389315132024113 0.149284480638774 0.311075350958771 0.216957619237412 0.0754643284176963 0.0760601833399761 0.0332104424073336 0.142590784287675 0 0.0885362694300518 0.0370964527700279 0.0369789867587795 0.128402750099641 0.303258159540277 0.0621712944510872 0.0133678756476684 0.125098644878438 0.249344123049041 0.0392209474606218 0.0908678756476684 0.293763008724149 0.298598679692857 0.101794761082326 0.0735492227979274 0.0727720207253886 0.2325 0.105932642487047 0.121436827421283 0.0890644789867588 0.19124983390554 0.181414384420898 0.142784120064979 0.401711579070953 0.142759067357513 0.260621872370577 0.167321642088481 0.0339228776404942 0.087987356627253 0.177963474369326 0.18548363916567 0.0697538860103627 0.1167199193846 0.0407023603748129 0.370050706346043 0.0656836499712147 0.0987018953987866 0.347641379921173 0.0903088880031885 0.110969509764847 0.0890063548834706 0.117187126345157 0.0512305699481865 0.109783556972676 0.0774971214738054 0.05438831318365 0.111078893760241 0.0972835569726761 0.267364450954395 0.0311898593777202 0.111502590673575 0.0512953367875648 0.242737589123599 0.174388423896196 0.202752313858877 0.0849222797927461 0.213989415880608 0.150264270847172 0.195640013399336 0.0506327222000797 0.100873079137328 0.0707154244719011 0.147538559612431 0.279116988379979 0.215214813985576 0.0976037376555511 0.323448142226812 0.154753996722909 0.089078318055002 0.14308924905889 0.107772020725389 0.0377153359018644 0.0572621103852044 0.0558870605645587 0.0945725388601036 0.109635455232642 0.168259930915371 0.130891789557593 0.0586898593777202
"Epuraea_deubeli" 0.178264248704663 0.371629245826137 0.333717358265852 0.301079858526713 0.286507319666609 0.297711982879044 0.228071387449626 0.320114476772508 0.359337274699969 0.248500398565165 0.278316172888712 0.286310298804488 0.229709268854347 0.241241751940968 0.270015942606616 0.225857136530712 0.180346973118994 0.166036269430052 0.134073114565343 0.198832757628094 0.280349851645188 0.283864532128781 0.145462003454231 0.222973311962694 0.204727425711882 0.285656303972366 0.20708848146672 0.230534077321642 0.160624750896772 0.21140195296931 0.500232053496302 0.207304370931314 0.0941344493324631 0.237820750068826 0.274611620388822 0.245493888667464 0.124000597847748 0.114596452770028 0.0717467118373854 0.230090784287675 0.0885362694300518 0 0.0756327222000797 0.0805152561888313 0.215902750099641 0.291794428970329 0.150707563881139 0.10190414507772 0.113634914308489 0.277880392479093 0.0991857882906736 0.15940414507772 0.320226739294097 0.285062410262805 0.140331030512378 0.112085492227979 0.11130829015544 0.221036269430052 0.144468911917098 0.159973096851335 0.127600748416811 0.219786103335592 0.24137922525095 0.177748960895031 0.390247848501005 0.230777202072539 0.247085602940525 0.255857911518533 0.122459147070546 0.116523626057305 0.264427204939274 0.271947369735618 0.158290155440414 0.169850316654548 0.0938327576447611 0.458586975776095 0.154219919401267 0.136201895398787 0.436177649351224 0.17884515743324 0.199505779194898 0.150470085453419 0.203650856915106 0.0897668393782383 0.136247287542624 0.0660333909038572 0.0813701784686241 0.137542624330189 0.123747287542624 0.253828181524343 0.0890821613476684 0.200038860103627 0.139831606217617 0.279201319693548 0.212924693326248 0.224621916688929 0.173458549222798 0.252525685310659 0.188800540277224 0.184176282829387 0.0891689916301315 0.13940934856738 0.109251693901953 0.207503400442483 0.33908182921003 0.275179654815628 0.186140007085603 0.377096674211786 0.22329026615296 0.127614587485054 0.181625518488942 0.17630829015544 0.126251605331916 0.117226951215256 0.11585190139461 0.181036269430052 0.167527757202591 0.181796200345423 0.169428058987644 0.118654700207772
"Epuraea_laeviuscula" 0.118016141889199 0.372261968026217 0.273469251450387 0.240831751711248 0.228331751711248 0.242127088498813 0.192823280634161 0.259866369957043 0.299089167884505 0.222867676365086 0.202683450688632 0.226062191989024 0.169461162038882 0.233066183985607 0.220648664806696 0.226489858730791 0.106268655063992 0.105788162614587 0.0847058367654222 0.147911075683096 0.230982573845268 0.23449725432886 0.146094725654311 0.223606034162774 0.134794185377087 0.225408197156902 0.167336588282184 0.165782184137106 0.111257473096851 0.146650059784775 0.435480160311766 0.181671648731234 0.0231649395676166 0.177572643253361 0.289363513573358 0.197318320712103 0.0637524910322838 0.106420884814667 0.0038860103626943 0.179687237057703 0.0370964527700279 0.0756327222000797 0 0.0473396882334706 0.150114587485054 0.281546322154865 0.0925319959257783 0.0437285771223595 0.105459346353129 0.227632285663629 0.0389376814752092 0.101228577122359 0.280859461494176 0.270310517078269 0.0847461361321465 0.0518373854125149 0.0510601833399761 0.210788162614587 0.0842208051016341 0.103351933041052 0.0673526416013462 0.172128670095257 0.187348735015796 0.142500854079567 0.379999741685541 0.179855520127541 0.247718325140605 0.180225189318454 0.0468264248704663 0.0662755192418405 0.215059927139354 0.222580091935698 0.0980420486249502 0.120483038854628 0.0444654798448408 0.390208139586378 0.0986350250210354 0.0857983481688145 0.362617466011248 0.103212435233161 0.131126943005181 0.110718192268883 0.13889896373057 0.029518732562774 0.096880009742704 0.0568215535184447 0.0414847659536779 0.0981753465302688 0.084380009742704 0.254460903724423 0.0397148835477481 0.139790753288163 0.0858011159824631 0.229834041893627 0.152676586510783 0.181040476473464 0.113210442407334 0.192277578495195 0.131661241751915 0.173928176013923 0.0135362694300518 0.0791612417519153 0.0490035870864886 0.147255293627018 0.278833722394566 0.214931548000164 0.125891900270139 0.32721126169684 0.163042159337496 0.0530181347150259 0.109619739294044 0.116060183339976 0.0506188831318365 0.0569788443997918 0.0402191791945308 0.131668991630132 0.11816047940267 0.146548093529959 0.10917995217218 0.0584065933923077
"Epuraea_marseuli" 0.119971214738054 0.379922279792746 0.28320210207702 0.229136030937881 0.214563492077778 0.228358828865342 0.177556131260794 0.269599220583676 0.308822018511138 0.215207364598556 0.220023138922103 0.205795042615657 0.179194012665515 0.240726495752137 0.220531198795447 0.234150170497321 0.129831716930162 0.112743235463443 0.0923661485319516 0.155571387449626 0.208642885611798 0.24215756609539 0.15375503742084 0.231266345929303 0.150061334750454 0.235141047783535 0.157603737655551 0.181049333510473 0.111140007085603 0.161917209158142 0.450747309685133 0.206789114742483 0.0517654222409836 0.157305493879994 0.274096364199991 0.204978632478632 0.085707563881139 0.0813034188034188 0.0491531597360613 0.157347548824233 0.0369789867587795 0.0805152561888313 0.0473396882334706 0 0.165381736858421 0.291279172781498 0.0924145299145299 0.0436111111111111 0.13534188034188 0.237365136290262 0.0494641829240645 0.101111111111111 0.288519773260706 0.293355444229414 0.114628670120898 0.0837924582613702 0.0830152561888313 0.242743235463443 0.116175877950489 0.133234467029804 0.0993077144502015 0.179788981861786 0.173580475382326 0.1058051333062 0.389732592312174 0.179738054116292 0.255378636907134 0.197564877551924 0.0641661131039369 0.0760083698684735 0.192720238905883 0.200240403702228 0.0999971214738054 0.111476683921157 0.0354591249113702 0.405475288959745 0.0762953367875648 0.115680882157566 0.377884615384615 0.120552123466631 0.146394092378548 0.10098534164225 0.154166113103937 0.0614738054116292 0.126762543731456 0.0655181347150259 0.0491450777202072 0.12805788051902 0.114262543731456 0.262121215490953 0.0481688461364997 0.141745826137018 0.0856836499712147 0.237494353660157 0.184631659359639 0.190773327100097 0.115165515256189 0.202010429121828 0.139321553518445 0.183661026640556 0.0608759576635224 0.0888940923785483 0.0809586599353438 0.135559572853651 0.267138001621199 0.203235827226797 0.105624750896772 0.31820490676337 0.142775009964129 0.0993215535184447 0.132664666445188 0.118015256188831 0.0457363491430849 0.0452831236264249 0.0439080738057792 0.131551525618883 0.126614441991422 0.131280944156592 0.141135025021035 0.0689330948411629
